0104 99533 4080 52
0064 2062027 4087 50
0145 1295569 4084 48
0068 3470537 4079 47
0135 587456 29402 45
0128 225483 11714 48
0114 2003639 7834 52
0065 368852 4474 57
0160 182441 4471 60
0155 580796 4472 64
0108 72897 4470 60
0014 169167 4476 57
0147 3132599 4484 52
0131 293573 2920 48
0004 2697905 2920 45
0020 1832134 2920 48
0156 280784 2920 52
0119 855231 2920 57
0096 248503 2920 60
0014 1434308 2920 64
0021 997056 2920 69
0139 1170634 2920 72
0004 2697905 2920 76
0155 3717806 57000 81
0077 2889387 14914 79
0171 468165 8575 77
0134 563906 8166 76
0149 342701 9392 74
0052 710318 3655 72
0058 470723 3729 71
0162 68795 3000 69
0102 1180336 3980 67
0139 1201328 3980 65
0098 787140 6420 64
0131 1226950 6420 62
0141 374453 6420 60
0135 1050814 6420 59
0061 620222 6420 57
0093 1020606 6419 56
0121 948943 6422 53
0130 3322052 6420 52
0097 81099 6420 50
0065 214193 6420 48
0004 2003154 6422 47
0062 689327 50023 45
0129 2376372 3045 46
0088 2426558 3024 47
0087 662734 2999 48
0128 2623685 3012 49
0141 208592 3012 50
0159 3351247 3012 51
0120 975050 3045 52
0103 679095 3045 53
0194 900301 3045 54
0062 539828 3045 55
0192 57021 3045 56
0107 504018 3045 57
0119 2211526 3045 58
0068 775851 3045 59
0108 876222 3045 60
0155 796842 3045 61
0120 1565373 3045 62
0107 649416 3045 63
0002 223939 3045 64
0129 448717 3045 65
0135 1410229 3045 66
0061 772808 3045 67
0117 1144527 3229 68
0137 467636 3265 69
0117 1059017 3265 68
0065 545472 3265 67
0100 282813 3265 66
0115 458419 3265 65
0054 38058 3265 64
0139 458948 3265 63
0171 335556 3265 62
0061 1527976 3265 61
0081 180942 3265 60
0082 63680 3265 59
0044 203962 3265 58
0065 368852 3265 57
0069 83657 3265 56
0101 234700 3265 55
0122 47275 3265 54
0117 2151594 3265 53
0119 922307 3265 52
0194 883896 3264 51
0119 946385 3263 50
0175 827580 3269 49
0088 378554 2045 48
0147 2963122 4485 47
0129 2376372 3262 46
0151 57021 100000 45
0171 50362 4775 45
0131 1127107 4775 48
0085 739512 4775 52
0135 1936078 4775 48
0097 17595 4775 47
0088 1343153 4775 50
0074 707275 4775 52
0015 621236 4775 50
0087 662734 4775 48
0164 511163 4775 57
0058 918735 4775 55
0052 158892 4775 53
0165 2038963 4775 52
0171 106677 4773 50
0009 1047242 4776 48
0042 2455752 4837 47
0143 1770173 4621 45
0147 1479863 4621 48
0051 1283265 4621 52
0065 214193 4621 48
0129 928966 4621 47
0042 1223863 4617 50
0114 2003639 4625 52
0157 98475 4620 50
0056 1653441 4622 48
0144 926408 4621 57
0150 164537 4617 55
0121 538813 4625 53
0102 732853 4618 52
0087 89787 4623 50
0155 2151594 4621 48
0070 846014 4668 47
0100 2458310 4845 45
0128 3147946 4845 49
0100 388785 4847 52
0008 2096337 4844 49
0050 1819830 4845 45
0137 1308358 4844 50
0064 1889993 4839 53
0141 215252 4853 50
0186 351520 4845 43
0088 2910908 4845 47
0128 874194 4853 53
0117 685754 4838 47
0187 173353 4845 43
0128 3345602 4845 48
0088 1531592 4845 52
0137 1270476 4844 48
0192 174768 4839 44
0004 754374 4853 47
0042 1195727 4847 53
0117 2064585 4844 50
0127 389314 4845 48
0004 589484 4845 45
0121 2180303 4845 57
0147 1534150 4845 51
0107 846014 4853 52
0117 1379006 4838 56
0126 679625 4845 59
0157 294058 4847 64
0147 414407 4844 68
0045 144074 4845 71
0145 4098742 4873 75
0021 2591933 13041 76
0159 2890931 5735 57
0173 742599 5735 60
0004 1257158 5735 64
0114 1885363 5738 60
0004 1110217 4344 59
0105 219838 4344 62
0022 1494725 4344 64
0144 776380 4346 62
0160 182441 4966 60
0008 430283 4966 69
0020 652459 4967 67
0067 915119 4965 65
0022 191658 4966 64
0102 1290410 4966 62
0147 2075831 4980 60
0004 1110217 4882 59
0013 566993 4930 57
0020 739027 4930 60
0137 405190 4930 64
0114 3296430 4931 60
0100 1707199 4933 59
0041 134857 4925 62
0135 1477305 4930 64
0100 1605328 4920 62
0111 170181 4941 60
0091 698899 4928 69
0080 311478 4930 67
0131 1544911 4937 65
0119 2125487 4922 64
0067 405190 4930 62
0130 1820844 4930 60
0015 275624 4938 59
0097 948414 4889 57
0024 366779 4890 61
0002 49832 4888 64
0156 808617 4893 61
0009 609991 4888 69
0156 698543 4887 67
0108 955073 4889 65
0120 1536179 4889 64
0058 156334 4889 60
0079 869034 4892 62
0115 359635 3631 71
0116 799929 3631 69
0058 826037 3631 67
0147 3893941 3631 65
0102 135342 3631 64
0043 1556156 3631 62
0008 2619054 3631 60
0160 590013 3631 59
0145 3894955 3631 57
0131 411849 3630 55
0083 370880 6036 54
0067 429225 6036 55
0042 1832619 6036 57
0067 290486 6036 53
0023 581811 6036 52
0104 126125 6036 55
0046 112322 6043 60
0074 707275 6849 52
0172 504503 6849 50
0137 762577 6849 53
0100 442058 3189 59
0119 946385 4390 50
0020 1832134 4390 48
0129 962747 4390 52
0157 257720 4392 57
0145 1295569 5043 48
0135 816820 5042 52
0085 496830 5044 57
0145 1295569 5045 48
0194 848042 5103 47
0105 134857 5103 50
0023 560819 5005 55
0061 82114 5200 47
0121 1466060 4976 45
0114 2072258 4976 48
0107 846014 4976 52
0050 1819830 4977 45
0193 57145 5261 44
0143 1848495 5261 48
0067 139973 5261 52
0192 174768 5261 44
0178 482250 5261 43
0100 2458310 5264 45
0009 354475 5246 53
0142 1706184 5275 45
0178 262510 5261 43
0126 1153214 5261 52
0130 3371180 5261 55
0138 1403570 5261 60
0015 953530 5659 51
0050 995028 5659 53
0085 643242 5659 59
0120 1565373 5659 62
0083 741056 5371 52
0139 1243840 5371 55
0196 425653 5372 60
0110 335027 5372 64
0085 263365 4804 53
0041 387242 4804 57
0081 180942 4804 60
0009 546487 4804 65
0065 316108 4804 54
0164 269495 4804 63
0158 1589452 4804 60
0119 855231 4804 57
0140 441044 4804 55
0147 3666606 4804 67
0157 294058 4804 64
0064 746171 4804 60
0056 285371 4804 55
0160 234170 4804 65
0108 108750 4804 62
0175 325810 4804 59
0052 833710 4804 60
0045 150733 4804 72
0128 3494086 4804 71
0119 340672 4804 69
0062 371410 4804 67
0107 276154 4804 65
0125 1144527 4804 64
0046 292030 4804 60
0145 1845937 4804 65
0069 325325 4804 71
0055 298689 4804 69
0124 2743990 4804 67
0061 159950 4804 66
0071 127184 4804 64
0070 1236652 4804 63
0064 1180865 4804 59
0108 1189553 4804 64
0056 2144979 4804 69
0062 432841 4804 67
0164 722093 4804 65
0155 580796 4804 64
0158 1555142 4804 62
0009 484526 4804 61
0086 1500855 4804 57
0149 233641 4804 62
0080 181427 4804 67
0107 276154 4804 65
0056 3147946 4804 64
0172 1121992 4804 62
0102 497844 4804 60
0130 3187371 4804 59
0041 335556 4804 55
0058 156334 4804 60
0041 387242 4804 57
0008 219838 4804 64
0139 446644 4804 62
0111 673980 4804 60
0166 450746 4804 59
0106 690870 4804 57
0009 387771 4804 55
0120 554160 4804 54
0140 798915 4656 57
0131 497359 4656 60
0140 497359 4656 63
0127 753360 4656 66
0009 706217 4650 69
0047 238272 4662 72
0051 191658 8838 66
0058 483512 6220 72
0153 623309 6217 67
0041 154835 6224 64
0103 84671 6220 60
0014 2095279 6215 55
0107 846014 6219 52
0089 133843 6223 48
0184 313609 6252 43
0054 1798353 4858 71
0075 137900 4858 67
0155 900301 4858 62
0023 518836 4858 59
0109 216266 4858 55
0065 245416 4858 50
0070 54463 4858 47
0187 173353 4864 43
0135 1936078 6685 48
0064 1493181 3789 72
0166 323252 3789 71
0078 288943 3788 70
0145 1817272 3779 69
0163 576210 3800 68
0139 1148099 3789 67
0128 3098818 3789 66
0076 1379536 3791 65
0127 2095808 3786 64
0196 350418 3783 63
0047 101033 3795 62
0046 282284 3789 61
0004 1130194 3789 60
0166 450746 3789 59
0139 1105101 3794 58
0065 368852 3783 57
0161 582340 3794 56
0069 76469 3785 55
0050 1944765 3789 54
0103 679095 3789 53
0104 99533 3782 52
0065 262835 3796 51
0117 2064585 3790 50
0070 62666 3788 48
0166 441529 3789 52
0138 152233 3788 57
0056 285371 3790 55
0050 1927346 3794 47
0144 964819 3784 55
0145 1596596 3808 53
0159 25798 3769 50
0111 428740 3789 48
0126 972978 3789 52
0178 482250 3789 43
0124 313550 3828 48
0121 1518274 17010 47
0058 918735 8224 55
0120 700087 8248 53
0119 2447020 8248 50
0143 1848495 8248 48
0074 976594 8248 52
0181 59874 8248 43
0087 698058 8248 48
0131 1118420 8248 47
0087 767163 8248 55
0104 114880 8248 53
0124 613563 8248 50
0064 2071244 8248 48
0125 477382 7955 52
0187 395378 3563 43
0111 428740 3563 48
0097 17595 3563 47
0015 835253 3563 53
0056 2523313 3563 50
0064 1110217 3563 47
0065 156334 3562 45
0127 389314 3562 48
0192 26812 3566 47
0121 2027717 4804 45
0192 335556 5804 44
0124 587456 8000 50
0014 2248879 9000 47
0196 559805 12000 44
0131 248018 4804 45
0064 495816 4804 48
0147 1561272 4804 52
0139 351917 4804 48
0150 1270476 4804 47
0056 2523313 4804 50
0097 121539 4804 52
0129 321224 4804 50
0145 1295569 4804 48
0072 822994 4804 57
0141 294058 4804 55
0087 811219 4804 53
0126 976065 4804 52
0120 1634478 4804 50
0020 1832134 4804 48
0131 1118420 4395 47
0135 587456 4804 45
0131 293573 4804 48
0120 1623761 4804 52
0020 1832134 4804 48
0097 17595 4804 47
0117 2064585 4949 50
0085 809146 4959 52
0056 2523313 4942 50
0009 1042612 4916 48
0157 122553 4992 57
0067 362193 4941 55
0128 874194 4953 53
0157 333484 4950 52
0056 1669317 4950 50
0139 686769 4956 48
0117 699073 4988 47
0062 662205 4938 45
0085 185043 4975 49
0147 3132599 4899 52
0194 1305800 4943 49
0130 3212993 4936 45
0106 1073349 4938 50
0056 2455752 4938 53
0062 644300 4936 50
0179 432211 4942 43
0068 3470537 4938 47
0128 181427 4937 53
0070 54463 4938 47
0178 482250 4942 43
0146 681168 4934 48
0120 975050 4938 52
0102 1512144 4942 48
0194 619208 4934 44
0065 191658 4938 47
0104 114880 4938 53
0124 613563 4939 50
0101 618193 4937 48
0085 159950 4939 45
0009 890555 4937 57
0015 1756370 4938 51
0065 68795 4938 52
0128 3077827 4937 56
0138 162508 4939 59
0061 1556685 4936 64
0021 983738 4941 68
0171 377010 4938 71
0078 561833 4938 75
0071 777394 12901 76
0042 1826489 4443 57
0141 374453 4443 60
0056 3112621 4443 64
0122 577709 4443 60
0159 2474186 4443 59
0072 479940 4444 62
0107 284356 4445 64
0100 1605328 4439 62
0022 472751 4439 60
0137 1646782 4446 69
0067 753845 4444 67
0098 2274501 4445 65
0002 69325 4440 64
0130 3664577 4442 62
0043 357033 4450 60
0069 93359 4442 59
0104 176840 4737 57
0064 530611 4737 60
0107 284356 4737 64
0110 309934 4737 60
0064 1180865 4739 59
0002 173224 4734 62
0159 222925 4737 64
0043 1587908 4737 62
0058 417450 4738 60
0110 456390 4736 69
0159 2411696 4744 67
0002 74925 4731 65
0009 529596 4732 64
0102 1269947 4740 62
0111 673980 4737 60
0100 1707199 4742 59
0119 855231 5276 57
0008 2568913 5275 61
0070 223939 5275 64
0046 248503 5277 61
0107 614577 5308 69
0079 982724 5239 67
0064 1946794 5275 65
0065 492244 5271 64
0081 21167 5278 60
0138 1413316 5275 62
0155 2320056 5276 71
0171 614577 5274 69
0153 623309 5299 67
0070 168638 5250 65
0159 3509433 5274 64
0079 869034 5277 62
0122 126655 5263 60
0121 2702006 5286 59
0130 2650806 5275 57
0064 767692 5309 55
0145 788155 5620 54
0076 799400 5620 55
0108 83657 5621 57
0009 354475 5619 53
0104 99533 5622 52
0145 1246398 5618 55
0063 767163 5620 60
0083 741056 5621 52
0119 946385 5619 50
0104 114880 5621 53
0130 2638017 5618 59
0004 801473 5630 50
0145 1295569 4632 48
0061 1145012 4632 52
0042 1832619 4631 57
0121 2078388 4633 48
0097 121539 4636 52
0102 547016 4625 57
0042 1812686 4636 48
0112 64694 4632 47
0056 215737 4632 50
0069 76469 4644 55
0093 989868 4620 47
0142 1706184 4632 45
0155 1316561 4631 48
0121 528582 4637 52
0129 282813 4628 45
0192 174768 4632 44
0137 1270476 4626 48
0125 920234 4638 52
0196 535726 4631 44
0184 313609 4930 43
0130 3212993 4930 45
0064 1537722 4500 53
0135 587456 7361 45
0185 242963 4937 43
0082 460977 4932 52
0138 142531 4928 55
0130 3610290 4930 60
0101 169167 4928 51
0196 470194 4930 53
0024 514735 4944 59
0147 3501760 4915 62
0121 103634 4930 52
0135 918735 4966 55
0124 2392248 4889 60
0023 476368 4933 64
0145 3275439 4930 53
0127 605360 4942 57
0041 140987 4919 60
0139 470723 4945 65
0172 1291953 4299 54
0192 80041 4316 63
0096 552131 4300 60
0159 2890931 4315 57
0087 1302184 4307 55
0165 797901 4312 67
0002 129212 4302 64
0128 3054762 4307 60
0159 3344058 4321 55
0110 612548 4294 65
0072 313021 4307 62
0149 82114 4300 59
0146 263365 4309 60
0054 2036405 5897 72
0009 641213 5897 71
0045 106677 5897 69
0014 289472 5897 67
0139 582340 5898 65
0166 279726 5895 64
0052 833710 5898 60
0096 129212 5897 65
0015 321709 5897 71
0047 201404 5898 69
0002 154835 5897 67
0117 1016504 5899 66
0041 126655 4736 64
0175 2852035 4736 63
0014 2054839 4734 59
0061 1556685 4737 64
0108 370351 4740 69
0140 517822 4734 67
0115 660176 4732 65
0155 891084 4734 64
0079 266937 4737 62
0065 439500 4734 61
0067 442058 4737 57
0122 491714 4736 62
0075 137900 4736 67
0111 734926 4733 65
0056 1820359 4738 64
0109 198846 4736 62
0056 560819 4733 60
0065 403647 4737 59
0087 761033 4737 55
0022 370880 4736 60
0140 798915 4736 57
0102 1808585 4736 64
0079 51376 4734 62
0020 739027 4739 60
0064 1224392 4728 59
0065 368852 4732 57
0004 991941 4737 55
0171 118981 5386 54
0067 442058 5386 57
0107 478925 5387 60
0120 1797824 5387 63
0064 1195198 5381 66
0116 799929 5388 69
0058 218824 5386 72
0052 292030 5389 66
0054 1699525 6533 72
0159 265922 6534 67
0014 1434308 6533 64
0058 156334 6534 60
0056 2439876 6533 55
0166 441529 6534 52
0147 3005635 6533 48
0178 262510 6534 43
0105 279726 5488 71
0102 1223863 5511 67
0091 207534 5463 62
0082 63680 5487 59
0124 46790 5487 55
0141 215252 5488 50
0192 26812 5490 47
0181 152967 5492 43
0127 389314 5396 48
0138 248503 3789 72
0134 1396911 3789 71
0168 389314 3788 70
0160 348345 3779 69
0170 827580 3800 68
0140 517822 3789 67
0118 1232065 3789 66
0098 2274501 3791 65
0131 1242826 3786 64
0196 350418 3783 63
0084 562892 3795 62
0175 3082942 3789 61
0043 1610443 3789 60
0091 182970 3789 59
0139 423624 3794 58
0064 1455785 3783 57
0129 377010 3794 56
0101 234700 3785 55
0084 1310387 3789 54
0056 2455752 3789 53
0022 108750 3782 52
0145 3844285 3796 51
0065 245416 3790 50
0130 3175596 4500 48
0144 990926 4500 52
0042 1826489 4500 57
0159 3344058 4500 55
0042 2455752 4500 47
0122 66238 4500 55
0065 298689 4500 53
0015 621236 4500 50
0014 2192563 4500 48
0067 139973 4500 52
0187 395378 4500 43
0087 698058 4500 48
0064 1110217 4500 47
0124 2991787 4500 55
0139 1252528 4500 53
0087 511163 4500 50
0009 1047242 4500 48
0082 1225406 4500 52
0178 482250 4500 43
0114 2605251 4500 48
0068 3470537 4500 47
0004 991941 4500 55
0120 700087 4500 53
0065 245416 4500 50
0131 293573 4500 48
0140 437427 4500 55
0106 58035 4500 52
0089 1281722 4500 48
0129 304334 4500 46
0065 333484 4500 55
0157 107692 4500 52
0155 1617587 4500 46
0129 2358953 4500 45
0103 695986 4500 53
0065 214193 4500 48
0145 664763 4500 45
0181 152967 4500 43
0051 1296054 4500 52
0015 865991 4500 46
0185 242963 4500 43
0137 144559 4500 45
0139 470723 4500 65
0158 63680 4500 60
0065 368852 4500 57
0072 459433 4500 55
0024 295117 4500 64
0145 311478 4500 61
0058 918735 4500 55
0065 298689 4500 53
0023 323782 4500 62
0042 1826489 4500 57
0104 114880 4500 53
0112 108750 4500 52
0126 653517 4500 60
0165 2915539 4500 55
0061 301776 4500 52
0155 1257158 4500 53
0128 3425467 4500 62
0060 96975 4500 57
0139 653517 4500 53
0050 1289924 4500 51
0196 425653 4500 60
0111 660662 4500 57
0121 528582 4500 52
0131 327354 4500 50
0065 382655 4500 58
0146 186057 4500 53
0064 1701069 4500 50
0132 743614 4500 48
0085 496830 4500 57
0157 107692 4500 52
0146 123083 4500 48
0062 644300 4500 50
0045 54992 4500 70
0139 1201328 4500 65
0129 1026251 4500 62
0127 1738951 4500 60
0084 172210 4500 69
0103 211635 4500 66
0004 1130194 4500 60
0124 2321600 4500 58
0064 549574 4500 67
0002 173224 4500 62
0076 277697 4500 58
0060 96975 4500 57
0052 772279 4500 66
0130 2689217 4500 60
0161 546002 4500 57
0111 621236 4500 58
0076 3789512 4500 67
0097 297145 4500 62
0159 1571503 4500 58
0024 630982 4500 56
0041 405190 4500 65
0020 279726 4500 62
0171 998600 4500 56
0065 333484 4500 55
0161 68266 4500 63
0170 686284 4500 58
0070 1291468 4500 55
0067 290486 4500 53
0002 217809 4500 62
0084 820921 4500 56
0101 493258 4500 53
0131 411849 4500 55
0060 404176 4500 75
0171 215737 4500 70
0071 473281 4500 67
0009 546487 4050 65
0014 1298127 4500 74
0059 470723 4500 71
0105 244931 4500 65
0084 555704 4500 63
0059 218824 4500 72
0084 178869 4500 67
0072 303275 4500 63
0086 724166 4500 62
0164 752831 4500 71
0128 3444430 4500 65
0100 1605328 4500 62
0009 470723 4500 60
0160 750802 3789 72
0100 983209 3789 71
0139 1180865 3788 70
0075 109235 3779 69
0045 28356 3800 68
0014 733868 3789 67
0103 211635 3789 66
0131 1544911 3791 65
0155 753845 3786 64
0173 838826 3783 63
0141 652459 3795 62
0192 71882 3789 61
0084 574137 3789 60
0110 951986 3789 59
0065 382655 3794 58
0064 1528505 3783 57
0127 583354 3794 56
0086 380627 3785 55
0194 900301 3789 54
0070 93888 3789 53
0082 460977 3782 52
0065 262835 3796 51
0064 1547468 3790 50
0124 313550 10728 48
0097 1045169 4920 52
0008 1131209 4920 56
0062 193202 4920 55
0061 82114 4920 47
0004 991941 4920 55
0064 1537722 4920 53
0131 327354 4908 50
0111 99533 4000 48
0147 414407 3789 68
0130 3820735 3789 67
0096 459433 3788 66
0129 2553522 3779 65
0104 230598 3800 64
0135 1181879 3789 63
0130 1714872 3789 62
0024 366779 3791 61
0044 522408 3786 60
0150 200875 3783 59
0103 959174 3795 58
0139 633011 3789 57
0155 1216189 3789 56
0121 1620674 3789 55
0083 370880 3794 54
0087 811219 3783 53
0074 53449 3794 52
0065 262835 3785 51
0106 1073349 3789 50
0009 291015 3789 49
0101 343759 3782 48
0147 1451727 3796 47
0089 957102 3790 46
0192 174768 5375 44
0128 225483 5375 48
0175 756403 5375 53
0084 1278150 5375 51
0180 276161 5375 43
0120 1623761 5375 52
0167 1639108 5375 50
0111 423095 5381 46
0193 228757 4944 44
0087 208063 4944 56
0061 386227 4944 51
0089 537270 4944 48
0131 1104572 4944 45
0128 169652 4944 54
0117 388785 4944 51
0141 177326 4944 48
0124 169652 4944 46
0120 943298 4944 58
0105 157392 4944 53
0070 70824 4944 49
0194 2121915 4944 47
0070 109235 4944 56
0114 46790 4944 53
0042 2123988 4936 50
0131 1127107 5036 48
0013 47275 5036 60
0121 1620674 5036 55
0145 3844285 5036 51
0070 70824 5036 49
0124 2298580 5036 58
0062 193202 5036 55
0157 98475 5036 50
0089 133843 5036 48
0109 216266 5036 55
0008 1343682 5036 52
0126 653517 5036 60
0114 395444 5036 55
0065 492244 5036 64
0158 63680 5052 60
0155 3406019 6028 70
0103 2665668 6028 68
0141 446159 6028 65
0138 1554613 6028 60
0150 174283 6028 56
0089 369866 6028 52
0129 1673903 6028 53
0155 1216189 6028 56
0130 3308205 6028 53
0121 2601150 6028 51
0009 291015 6028 49
0128 225483 6028 48
0131 1112246 6028 46
0139 411849 6028 57
0196 510148 6019 58
0009 907974 5181 56
0056 2439876 5181 55
0139 653517 5181 53
0192 40130 5181 51
0102 357033 5181 62
0084 718521 5181 63
0024 423624 5181 67
0116 475838 5181 63
0149 491185 5181 68
0135 1181879 5181 63
0108 72897 5181 60
0084 820921 5181 56
0124 886983 5181 55
0065 350418 5181 56
0085 73911 5181 54
0135 785597 5214 51
0120 1643695 5266 49
0086 287928 5266 53
0192 57021 5266 56
0135 1805498 5266 53
0175 2883787 5266 51
0015 1324234 5266 54
0044 175297 5266 56
0058 115409 5266 54
0052 158892 5266 53
0112 188615 5266 61
0065 421551 5266 60
0015 819907 5266 58
0103 847028 5266 56
0022 768707 5266 54
0135 1050814 5266 59
0175 2502322 5272 51
0042 1790151 5641 49
0104 114880 5641 53
0024 602802 5641 56
0085 263365 5641 53
0125 1580720 5641 49
0135 1710771 5641 56
0132 1530578 5641 59
0194 1395412 5641 56
0151 637641 5641 50
0008 1131209 5641 56
0144 789698 5641 59
0024 630982 5641 56
0084 1278150 5641 51
0122 623794 5641 54
0055 37573 5641 58
0170 727738 5640 54
0135 785597 5316 51
0137 274610 5316 55
0142 3420880 5316 58
0141 294058 5316 55
0131 378025 5316 53
0161 582340 5316 56
0076 277697 5316 58
0065 350418 5316 56
0156 331984 5316 55
0137 1543852 5316 63
0142 2781386 5316 62
0137 342215 5316 60
0009 876752 5316 58
0170 706746 5316 56
0065 333484 5316 55
0067 220852 5327 53
0129 339128 5335 51
0065 333484 5335 55
0126 904887 5335 58
0155 1224392 5335 55
0050 1132223 5335 51
0076 277697 5335 58
0135 1115818 5335 61
0103 959174 5335 58
0061 301776 5335 52
0120 943298 5335 58
0041 148175 5335 61
0120 573123 5335 58
0064 1889993 5335 53
0078 97990 5335 56
0114 1266860 5335 60
0159 1558185 5332 56
0069 69325 6125 54
0055 81099 6125 63
0072 519850 6125 60
0060 51905 6125 59
0137 762577 6125 53
0170 202418 6125 65
0147 349360 6125 61
0064 523952 6125 58
0087 208063 6125 56
0052 282284 6125 65
0110 606904 6125 62
0171 998600 6125 56
0015 474295 6125 54
0100 2696362 6125 66
0103 155320 6125 63
0129 1706669 6120 58
0127 560334 4262 54
0062 294058 3979 64
0096 229584 3979 61
0196 319680 3979 58
0097 175297 3979 54
0091 1011389 3979 52
0125 1580720 3979 49
0143 1801925 3979 46
0014 2222772 3979 47
0131 344773 3979 51
0155 2184361 3979 54
0082 63680 3979 59
0129 1738951 3979 63
0172 1226420 3979 66
0021 2801364 3685 71
0044 920763 6156 75
0117 2109126 6156 51
0044 408762 6156 61
0150 190644 6156 58
0064 767692 6156 55
0015 1308358 6156 51
0117 2026174 6156 49
0111 423095 6152 46
0186 197464 4945 43
0193 43533 4945 44
0125 2163369 4945 49
0009 322767 4945 51
0120 1878218 4945 56
0052 218824 4945 59
0044 499388 4945 63
0127 2131661 4950 68
0171 377010 11141 71
0065 281269 6059 52
0194 917191 6059 56
0175 325810 6059 59
0168 769236 6059 56
0051 1277621 6059 54
0149 104120 6059 57
0119 689327 6059 59
0102 486070 6059 57
0044 175297 6059 56
0173 253619 6059 59
0056 586926 6059 64
0100 337100 6059 59
0122 83128 4716 57
0084 728752 3984 60
0156 1804968 2075 64
0111 170181 1343 60
0124 2318513 3130 58
0170 647343 2929 61
0054 1190082 1544 66
0129 411320 4473 61
0052 218824 4473 59
0067 542915 4473 63
0112 231613 4473 66
0096 187072 4473 63
0081 21167 4473 60
0067 486070 4473 63
0021 456390 4473 68
0111 191173 4473 63
0041 501946 4473 60
0069 107692 4473 64
0075 142001 4473 68
0098 787140 2897 64
0145 3942583 4487 63
0150 261821 4487 66
0173 107207 4487 71
0116 701101 4487 66
0041 126655 4487 64
0065 561833 4487 68
0068 1306815 4487 71
0117 1059017 4487 68
0129 430283 4487 64
0076 3789512 4487 67
0096 403647 4487 70
0124 2743990 4487 67
0135 1509587 4487 63
0158 111308 4487 66
0166 655546 4487 71
0114 3165894 4499 66
0100 1605328 4598 62
0104 240830 4598 65
0064 1962670 4598 68
0129 448717 4598 65
0024 320210 4598 61
0115 1574590 4598 64
0013 353461 4598 69
0041 126655 4598 64
0056 442543 4598 60
0149 214722 4598 63
0129 1059017 4598 66
0114 125640 4598 63
0052 218824 4598 59
0130 3664577 4598 62
0156 698543 4598 67
0108 668335 4607 62
0085 783039 4571 58
0155 796842 4571 61
0135 1215660 4571 64
0145 311478 4571 61
0121 2180303 4571 57
0160 182441 4571 60
0051 678610 4571 65
0105 515264 4571 60
0106 97460 4571 57
0009 470723 4571 60
0054 1215660 4571 63
0004 1130194 4571 60
0127 1602770 4571 56
0085 995513 4571 59
0076 1546939 4571 64
0105 195759 4564 59
0111 604875 5236 55
0135 1643210 5236 58
0005 128683 5236 61
0155 958160 5236 58
0192 305833 5236 54
0058 135342 5236 57
0126 647343 5236 62
0104 176840 5236 57
0052 158892 5236 53
0063 1511615 5236 57
0110 466092 5236 62
0073 1421519 5236 57
0065 298689 5236 53
0097 948414 5236 57
0044 420052 5236 63
0139 411849 5233 57
0062 592042 4432 52
0064 1905869 4432 56
0117 889541 4432 59
0051 818363 4432 64
0168 782510 4432 68
0041 87229 4432 71
0098 983738 4435 76
0134 598701 7316 80
0120 1225406 5458 65
0054 974521 5458 69
0108 396458 5458 74
0104 281798 5458 69
0041 405190 5458 65
0103 84671 5458 69
0149 363207 5458 73
0012 273067 5460 69
0055 88773 6000 64
0107 85686 6200 68
0169 1084595 6400 71
0138 2229960 6600 76
